Constituent ID,Current Joined On Date,Current All Renewed On Dates,History All Renewed On Dates,Current Expires On,History Expires On,Current Category,History Membership Category
30857,2/8/2018,,,2/28/2019,2/28/2019,Family,Family
25117,6/25/2013,4/19/2019,,4/30/2020,6/30/2014,Family,Family
25117,6/25/2013,4/19/2019,5/31/2014,4/30/2020,6/30/2015,Family,Family
25117,6/25/2013,4/19/2019,7/8/2015,4/30/2020,8/31/2016,Family,Family
25117,6/25/2013,4/19/2019,4/19/2019,4/30/2020,4/30/2020,Family,Family
25772,3/18/2014,11/7/2018,,12/31/2019,3/31/2015,Family,Family
25772,3/18/2014,11/7/2018,11/7/2018,12/31/2019,12/31/2019,Family,Family
25772,3/18/2014,11/7/2018,3/20/2015,12/31/2019,3/31/2016,Family,Family
25772,3/18/2014,11/7/2018,5/13/2016,12/31/2019,5/31/2017,Family,Family
25772,3/18/2014,11/7/2018,12/28/2017,12/31/2019,12/31/2018,Family,Family
31210,4/6/2018,,,4/30/2019,4/30/2019,Elemental,Elemental
32915,7/18/2019,,,7/31/2020,7/31/2020,Family,Family
32735,4/19/2019,,,4/30/2020,4/30/2020,Family,Family
31439,6/28/2018,,,7/31/2019,7/31/2019,Family,Family
30982,3/4/2018,3/27/2019,3/27/2019,3/31/2020,3/31/2020,Elemental,Elemental
30982,3/4/2018,3/27/2019,,3/31/2020,3/31/2019,Elemental,Family
30855,2/6/2018,,,2/28/2019,2/28/2019,Family,Family
31955,12/3/2018,,,12/31/2019,12/31/2019,Enhanced,Enhanced
28113,3/17/2016,4/30/2019,,4/30/2020,3/31/2017,Family,Family
28113,3/17/2016,4/30/2019,3/15/2018,4/30/2020,4/30/2019,Family,Family
28113,3/17/2016,4/30/2019,4/30/2019,4/30/2020,4/30/2020,Family,Family
28113,3/17/2016,4/30/2019,4/14/2017,4/30/2020,4/30/2018,Family,Family
31475,7/9/2018,,,8/31/2019,8/31/2019,Family,Family
28435,7/8/2016,8/20/2018,,8/31/2019,7/31/2017,Family,Family
28435,7/8/2016,8/20/2018,7/5/2017,8/31/2019,8/31/2018,Family,Family
28435,7/8/2016,8/20/2018,8/20/2018,8/31/2019,8/31/2019,Family,Family
29914,6/15/2017,4/27/2018,,6/30/2019,6/30/2018,Family,Family
29914,6/15/2017,4/27/2018,4/27/2018,6/30/2019,6/30/2019,Family,Family
30251,10/10/2017,,,10/31/2018,10/31/2018,Family,Family
32255,1/9/2019,,,1/31/2020,1/31/2020,Enhanced,Enhanced
32021,12/10/2018,,,12/31/2019,12/31/2019,Family,Family
26637,1/8/2015,3/10/2018,1/8/2016,3/31/2019,1/31/2017,Enhanced,Family
26637,1/8/2015,3/10/2018,,3/31/2019,1/31/2016,Enhanced,Family
26637,1/8/2015,3/10/2018,2/17/2017,3/31/2019,2/28/2018,Enhanced,Family
26637,1/8/2015,3/10/2018,3/10/2018,3/31/2019,3/31/2019,Enhanced,Enhanced
28535,8/15/2016,10/6/2018,,10/31/2019,8/31/2017,Family,Family
28535,8/15/2016,10/6/2018,10/6/2018,10/31/2019,10/31/2019,Family,Family
29376,2/19/2017,2/26/2018,,2/28/2019,2/28/2018,Elemental,Enhanced
29376,2/19/2017,2/26/2018,2/26/2018,2/28/2019,2/28/2019,Elemental,Elemental
25848,4/3/2014,3/21/2019,,3/31/2020,4/30/2015,Family,Family
25848,4/3/2014,3/21/2019,8/19/2015,3/31/2020,9/30/2016,Family,Family
25848,4/3/2014,3/21/2019,10/2/2016,3/31/2020,10/31/2017,Family,Family
25848,4/3/2014,3/21/2019,3/21/2019,3/31/2020,3/31/2020,Family,Family
25848,4/3/2014,3/21/2019,12/16/2017,3/31/2020,12/31/2018,Family,Family
31696,9/8/2018,,,9/30/2019,9/30/2019,Elemental,Elemental
32482,3/3/2019,,,3/31/2020,3/31/2020,Elemental,Elemental
21990,10/6/2010,7/17/2019,7/19/2013,7/31/2020,7/31/2014,Elemental,Family
21990,10/6/2010,7/17/2019,4/5/2016,7/31/2020,4/30/2017,Elemental,Family
21990,10/6/2010,7/17/2019,,7/31/2020,10/31/2011,Elemental,Family
21990,10/6/2010,7/17/2019,6/27/2017,7/31/2020,7/31/2018,Elemental,Family
21990,10/6/2010,7/17/2019,7/17/2019,7/31/2020,7/31/2020,Elemental,Elemental
26846,2/24/2015,6/22/2019,3/12/2016,6/30/2020,3/31/2017,Family,Family
26846,2/24/2015,6/22/2019,9/26/2017,6/30/2020,9/30/2018,Family,Family
26846,2/24/2015,6/22/2019,,6/30/2020,2/29/2016,Family,Family
26846,2/24/2015,6/22/2019,6/22/2019,6/30/2020,6/30/2020,Family,Family
31106,3/24/2018,,,3/31/2019,3/31/2019,Family,Family
31998,12/11/2018,,,12/31/2019,12/31/2019,Family,Family
30660,12/29/2017,,,12/31/2018,12/31/2018,Elemental,Elemental
32261,1/13/2019,,,1/31/2020,1/31/2020,Family,Family
31453,6/30/2018,,,7/31/2019,7/31/2019,Family,Family
23114,9/19/2011,3/30/2018,,3/31/2019,9/30/2012,Family,Family
23114,9/19/2011,3/30/2018,10/14/2012,3/31/2019,10/31/2013,Family,Family
23114,9/19/2011,3/30/2018,11/12/2014,3/31/2019,1/31/2016,Family,Family
23114,9/19/2011,3/30/2018,12/1/2015,3/31/2019,1/31/2017,Family,Family
23114,9/19/2011,3/30/2018,12/14/2016,3/31/2019,1/31/2018,Family,Family
23114,9/19/2011,3/30/2018,3/30/2018,3/31/2019,3/31/2019,Family,Family
32543,3/13/2019,,,3/31/2020,3/31/2020,Elemental,Elemental
27203,6/12/2015,11/14/2018,,12/31/2019,6/30/2016,Family,Family
27203,6/12/2015,11/14/2018,11/14/2018,12/31/2019,12/31/2019,Family,Family
27817,1/16/2016,2/5/2019,,2/29/2020,1/31/2017,Family,Family
27817,1/16/2016,2/5/2019,2/5/2019,2/29/2020,2/29/2020,Family,Family
27817,1/16/2016,2/5/2019,2/4/2017,2/29/2020,2/28/2018,Family,Family
27817,1/16/2016,2/5/2019,2/11/2018,2/29/2020,2/28/2019,Family,Family
29872,5/23/2017,5/31/2019,5/31/2019,5/31/2020,5/31/2020,Elemental,Elemental
29872,5/23/2017,5/31/2019,,5/31/2020,5/31/2018,Elemental,Enhanced
29872,5/23/2017,5/31/2019,4/23/2018,5/31/2020,5/31/2019,Elemental,Elemental
32279,1/15/2019,,,1/31/2020,1/31/2020,Family,Family
25863,3/29/2014,10/18/2017,,10/31/2018,3/31/2015,Family,Family
25863,3/29/2014,10/18/2017,10/18/2017,10/31/2018,10/31/2018,Family,Family
25863,3/29/2014,10/18/2017,3/18/2015,10/31/2018,4/30/2016,Family,Family
25863,3/29/2014,10/18/2017,8/22/2016,10/31/2018,9/30/2017,Family,Family
32393,2/9/2019,,,2/29/2020,2/29/2020,Elemental,Elemental
29358,2/15/2017,2/17/2018,,2/28/2019,2/28/2018,Family,Family
29358,2/15/2017,2/17/2018,2/17/2018,2/28/2019,2/28/2019,Family,Family
31772,10/6/2018,,,10/31/2019,10/31/2019,Family,Family
25475,12/20/2013,12/29/2018,,1/31/2020,12/31/2014,Family,Family
25475,12/20/2013,12/29/2018,11/26/2014,1/31/2020,1/31/2016,Family,Family
25475,12/20/2013,12/29/2018,12/1/2015,1/31/2020,1/31/2017,Family,Family
25475,12/20/2013,12/29/2018,1/18/2018,1/31/2020,1/31/2019,Family,Family
25475,12/20/2013,12/29/2018,12/22/2016,1/31/2020,1/31/2018,Family,Family
25475,12/20/2013,12/29/2018,12/29/2018,1/31/2020,1/31/2020,Family,Family
32287,1/16/2019,,,1/31/2020,1/31/2020,Family,Family
22563,3/14/2011,10/4/2018,,10/31/2019,3/31/2012,Elemental,Family
22563,3/14/2011,10/4/2018,11/2/2012,10/31/2019,4/30/2014,Elemental,Family
22563,3/14/2011,10/4/2018,4/20/2012,10/31/2019,4/30/2013,Elemental,Family
22563,3/14/2011,10/4/2018,5/7/2014,10/31/2019,5/31/2015,Elemental,Enhanced
22563,3/14/2011,10/4/2018,5/31/2015,10/31/2019,6/30/2016,Elemental,Enhanced
22563,3/14/2011,10/4/2018,9/1/2016,10/31/2019,10/31/2017,Elemental,Enhanced
22563,3/14/2011,10/4/2018,10/14/2017,10/31/2019,10/31/2018,Elemental,Elemental
22563,3/14/2011,10/4/2018,10/4/2018,10/31/2019,10/31/2019,Elemental,Elemental
30255,10/13/2017,10/31/2018,,10/31/2019,10/31/2018,Elemental,Elemental
30255,10/13/2017,10/31/2018,10/31/2018,10/31/2019,10/31/2019,Elemental,Elemental
31780,10/7/2018,,,10/31/2019,10/31/2019,Family,Family
32112,12/30/2018,,,12/31/2019,12/31/2019,Family,Family
,1/3/2017,12/6/2017,,1/31/2019,1/31/2018,Family,Family
,1/3/2017,12/6/2017,12/6/2017,1/31/2019,1/31/2019,Family,Family
32540,3/12/2019,,,3/31/2020,3/31/2020,Family,Family
32232,1/4/2019,,,1/31/2020,1/31/2020,Family,Family
32330,1/26/2019,,,1/31/2020,1/31/2020,Enhanced,Enhanced
28586,8/25/2016,10/18/2018,,10/31/2019,8/31/2017,Family,Family
28586,8/25/2016,10/18/2018,8/31/2017,10/31/2019,9/30/2018,Family,Family
28586,8/25/2016,10/18/2018,10/18/2018,10/31/2019,10/31/2019,Family,Family
27703,12/25/2015,11/2/2018,1/24/2018,1/31/2020,1/31/2019,Family,Family
27703,12/25/2015,11/2/2018,,1/31/2020,12/31/2016,Family,Family
27703,12/25/2015,11/2/2018,12/24/2016,1/31/2020,12/31/2017,Family,Family
27703,12/25/2015,11/2/2018,11/2/2018,1/31/2020,1/31/2020,Family,Family
28868,11/25/2016,2/10/2019,,2/29/2020,11/30/2017,Family,Family
28868,11/25/2016,2/10/2019,12/6/2017,2/29/2020,12/31/2018,Family,Family
28868,11/25/2016,2/10/2019,2/10/2019,2/29/2020,2/29/2020,Family,Family
22778,5/18/2011,4/5/2018,,4/30/2019,5/31/2012,Family,Family
22778,5/18/2011,4/5/2018,6/6/2013,4/30/2019,6/30/2014,Family,Family
22778,5/18/2011,4/5/2018,5/31/2014,4/30/2019,6/30/2015,Family,Family
22778,5/18/2011,4/5/2018,6/26/2015,4/30/2019,7/31/2016,Family,Family
22778,5/18/2011,4/5/2018,4/5/2018,4/30/2019,4/30/2019,Family,Family
31628,8/18/2018,,,8/31/2019,8/31/2019,Elemental,Elemental
32324,1/23/2019,,,1/31/2020,1/31/2020,Family,Family
32581,3/20/2019,,,3/31/2020,3/31/2020,Elemental,Elemental
27558,11/27/2015,2/14/2019,,2/29/2020,11/30/2016,Family,Family
27558,11/27/2015,2/14/2019,2/14/2019,2/29/2020,2/29/2020,Family,Family
28267,4/23/2016,9/18/2018,,9/30/2019,4/30/2017,Enhanced,Family
28267,4/23/2016,9/18/2018,6/7/2017,9/30/2019,7/31/2018,Enhanced,Family
28267,4/23/2016,9/18/2018,9/18/2018,9/30/2019,9/30/2019,Enhanced,Enhanced
32533,3/10/2019,,,3/31/2020,3/31/2020,Family,Family
31692,9/7/2018,,,9/30/2019,9/30/2019,Enhanced,Enhanced
31848,11/2/2018,,,11/30/2019,11/30/2019,Family,Family
24607,2/23/2013,12/22/2018,,12/31/2019,2/28/2014,Enhanced,Family
24607,2/23/2013,12/22/2018,12/22/2018,12/31/2019,12/31/2019,Enhanced,Enhanced
32736,4/19/2019,,,4/30/2020,4/30/2020,Enhanced,Enhanced
31986,12/5/2018,,,12/31/2019,12/31/2019,Family,Family
30451,12/6/2017,,,12/31/2018,12/31/2018,Family,Family
31753,9/27/2018,,,9/30/2019,9/30/2019,Family,Family
30477,12/7/2017,,,12/31/2018,12/31/2018,Elemental,Elemental
31258,4/14/2018,,,4/30/2019,4/30/2019,Family,Family
32372,2/7/2019,,,2/29/2020,2/29/2020,Enhanced,Enhanced
27633,12/14/2015,12/19/2017,12/19/2017,12/31/2018,12/31/2018,Family,Family
27633,12/14/2015,12/19/2017,,12/31/2018,12/31/2016,Family,Family
27633,12/14/2015,12/19/2017,12/7/2016,12/31/2018,12/31/2017,Family,Family
30784,1/20/2018,,,1/31/2019,1/31/2019,Family,Family
29271,1/28/2017,12/1/2018,,1/31/2020,1/31/2018,Family,Family
29271,1/28/2017,12/1/2018,1/9/2018,1/31/2020,1/31/2019,Family,Family
29271,1/28/2017,12/1/2018,12/1/2018,1/31/2020,1/31/2020,Family,Family
27194,6/10/2015,9/28/2018,,10/31/2019,6/30/2016,Family,Family
27194,6/10/2015,9/28/2018,9/6/2016,10/31/2019,9/30/2017,Family,Family
27194,6/10/2015,9/28/2018,10/24/2017,10/31/2019,10/31/2018,Family,Elemental
27194,6/10/2015,9/28/2018,9/28/2018,10/31/2019,10/31/2019,Family,Family
25715,2/25/2014,3/1/2019,,3/31/2020,2/28/2015,Family,Family
25715,2/25/2014,3/1/2019,3/18/2016,3/31/2020,3/31/2017,Family,Family
25715,2/25/2014,3/1/2019,8/6/2017,3/31/2020,9/30/2018,Family,Family
25715,2/25/2014,3/1/2019,3/1/2019,3/31/2020,3/31/2020,Family,Family
23735,3/4/2012,12/23/2018,,12/31/2019,3/31/2013,Enhanced,Family
23735,3/4/2012,12/23/2018,8/27/2014,12/31/2019,8/31/2015,Enhanced,Family
23735,3/4/2012,12/23/2018,9/23/2015,12/31/2019,10/31/2016,Enhanced,Family
23735,3/4/2012,12/23/2018,4/12/2013,12/31/2019,4/30/2014,Enhanced,Family
23735,3/4/2012,12/23/2018,12/3/2017,12/31/2019,12/31/2018,Enhanced,Enhanced
23735,3/4/2012,12/23/2018,12/23/2018,12/31/2019,12/31/2019,Enhanced,Enhanced
23735,3/4/2012,12/23/2018,12/3/2016,12/31/2019,12/31/2017,Enhanced,Family
31965,12/1/2018,,,12/31/2019,12/31/2019,Family,Family
31987,12/6/2018,,,12/31/2019,12/31/2019,Family,Family
30554,12/20/2017,,,12/31/2018,12/31/2018,Family,Family
32783,5/11/2019,,,5/31/2020,5/31/2020,Family,Family
25882,4/8/2014,2/15/2019,,2/29/2020,4/30/2015,Family,Family
25882,4/8/2014,2/15/2019,2/15/2019,2/29/2020,2/29/2020,Family,Family
30971,3/1/2018,,,3/31/2019,3/31/2019,Family,Family
31148,4/3/2018,,,4/30/2019,4/30/2019,Family,Family
31438,6/28/2018,7/25/2019,,7/31/2020,7/31/2019,Elemental,Elemental
31438,6/28/2018,7/25/2019,7/25/2019,7/31/2020,7/31/2020,Elemental,Elemental
29174,1/14/2017,4/8/2019,4/8/2019,4/30/2020,4/30/2020,Family,Family
29174,1/14/2017,4/8/2019,,4/30/2020,1/31/2018,Family,Enhanced
29174,1/14/2017,4/8/2019,3/11/2018,4/30/2020,3/31/2019,Family,Family
28073,3/4/2016,8/10/2018,,8/31/2019,3/31/2017,Family,Family
28073,3/4/2016,8/10/2018,8/10/2018,8/31/2019,8/31/2019,Family,Family
30099,8/11/2017,12/19/2018,,12/31/2019,8/31/2018,Elemental,Family
30099,8/11/2017,12/19/2018,12/19/2018,12/31/2019,12/31/2019,Elemental,Elemental
31027,3/11/2018,,,3/31/2019,3/31/2019,Family,Family
28916,12/6/2016,2/15/2018,,2/28/2019,12/31/2017,Family,Family
28916,12/6/2016,2/15/2018,2/15/2018,2/28/2019,2/28/2019,Family,Family
32072,12/18/2018,,,12/31/2019,12/31/2019,Family,Family
29462,3/2/2017,12/18/2018,,12/31/2019,3/31/2018,Family,Family
29462,3/2/2017,12/18/2018,12/18/2018,12/31/2019,12/31/2019,Family,Family
30877,2/13/2018,,,2/28/2019,2/28/2019,Family,Family
32020,12/10/2018,,,12/31/2019,12/31/2019,Elemental,Elemental
31131,3/27/2018,4/11/2019,4/11/2019,4/30/2020,4/30/2020,Family,Family
31131,3/27/2018,4/11/2019,,4/30/2020,3/31/2019,Family,Family
31010,3/5/2018,,,3/31/2019,3/31/2019,Family,Family
31656,8/28/2018,,,8/31/2019,8/31/2019,Family,Family
31350,5/20/2018,,,5/31/2019,5/31/2019,Family,Family
30576,12/21/2017,12/10/2018,,12/31/2019,12/31/2018,Enhanced,Family
30576,12/21/2017,12/10/2018,12/10/2018,12/31/2019,12/31/2019,Enhanced,Enhanced
32315,1/24/2019,,,1/31/2020,1/31/2020,Family,Family
30315,11/1/2017,,,11/30/2018,11/30/2018,Family,Family
31128,3/29/2018,3/19/2019,3/19/2019,3/31/2020,3/31/2020,Elemental,Elemental
31128,3/29/2018,3/19/2019,,3/31/2020,3/31/2019,Elemental,Enhanced
28728,10/10/2016,4/27/2018,,4/30/2019,10/31/2017,Family,Family
28728,10/10/2016,4/27/2018,4/27/2018,4/30/2019,4/30/2019,Family,Family
29446,2/26/2017,2/9/2019,2/9/2019,2/29/2020,2/29/2020,Family,Family
29446,2/26/2017,2/9/2019,,2/29/2020,2/28/2018,Family,Family
32947,7/30/2019,,,7/31/2020,7/31/2020,Family,Family
32083,12/19/2018,,,12/31/2019,12/31/2019,Enhanced,Enhanced
30501,12/9/2017,,,12/31/2018,12/31/2018,Family,Family
30429,11/25/2017,11/16/2018,,11/30/2019,11/30/2018,Family,Family
30429,11/25/2017,11/16/2018,11/16/2018,11/30/2019,11/30/2019,Family,Family
19685,2/29/2008,6/29/2018,5/1/2014,7/31/2019,5/31/2015,Family,Enhanced
19685,2/29/2008,6/29/2018,11/29/2016,7/31/2019,11/30/2017,Family,SED
19685,2/29/2008,6/29/2018,,7/31/2019,2/28/2009,Family,Family
19685,2/29/2008,6/29/2018,6/29/2018,7/31/2019,7/31/2019,Family,Family
27905,2/7/2016,3/26/2019,3/26/2019,3/31/2020,3/31/2020,Family,Family
27905,2/7/2016,3/26/2019,,3/31/2020,2/28/2017,Family,Family
27905,2/7/2016,3/26/2019,2/17/2017,3/31/2020,2/28/2018,Family,Family
24685,3/15/2013,10/7/2018,,10/31/2019,3/31/2014,Family,Family
24685,3/15/2013,10/7/2018,6/4/2017,10/31/2019,7/31/2018,Family,Family
24685,3/15/2013,10/7/2018,1/9/2015,10/31/2019,1/31/2016,Family,Family
24685,3/15/2013,10/7/2018,2/3/2016,10/31/2019,2/28/2017,Family,Family
24685,3/15/2013,10/7/2018,10/7/2018,10/31/2019,10/31/2019,Family,Family
32567,3/16/2019,,,3/31/2020,3/31/2020,Family,Family
31840,11/3/2018,,,11/30/2019,11/30/2019,Family,Family
27074,4/16/2015,3/10/2018,,3/31/2019,4/30/2016,Family,Family
27074,4/16/2015,3/10/2018,3/10/2018,3/31/2019,3/31/2019,Family,Family
32091,12/16/2018,,,12/31/2019,12/31/2019,Elemental,Elemental
30654,12/27/2017,,,12/31/2018,12/31/2018,Enhanced,Enhanced
25123,6/27/2013,3/19/2018,,3/31/2019,6/30/2014,Family,Family
25123,6/27/2013,3/19/2018,7/7/2015,3/31/2019,8/31/2016,Family,Family
25123,6/27/2013,3/19/2018,11/22/2016,3/31/2019,11/30/2017,Family,Family
25123,6/27/2013,3/19/2018,3/19/2018,3/31/2019,3/31/2019,Family,Family
25123,6/27/2013,3/19/2018,7/7/2014,3/31/2019,7/31/2015,Family,Family
32527,3/10/2019,,,3/31/2020,3/31/2020,Elemental,Elemental
31697,9/8/2018,,,9/30/2019,9/30/2019,Family,Family
23316,11/22/2011,12/7/2018,,12/31/2019,11/30/2012,Family,Family-Plus
23316,11/22/2011,12/7/2018,12/7/2018,12/31/2019,12/31/2019,Family,Family
32946,7/31/2019,,,7/31/2020,7/31/2020,Family,Family
26651,1/10/2015,1/28/2019,1/28/2019,1/31/2020,1/31/2020,Family,Family
26651,1/10/2015,1/28/2019,,1/31/2020,1/31/2016,Family,Family
30758,1/15/2018,,,1/31/2019,1/31/2019,Family,Family
32271,1/12/2019,,,1/31/2020,1/31/2020,Family,Family
30926,2/16/2018,,,2/28/2019,2/28/2019,Family,Family
29696,4/10/2017,11/21/2018,,11/30/2019,4/30/2018,Family,Family
29696,4/10/2017,11/21/2018,11/21/2018,11/30/2019,11/30/2019,Family,Family
29913,6/15/2017,10/13/2018,,10/31/2019,6/30/2018,Enhanced,Family
29913,6/15/2017,10/13/2018,10/13/2018,10/31/2019,10/31/2019,Enhanced,Enhanced
32597,3/23/2019,,,3/31/2020,3/31/2020,Family,Family
31973,11/30/2018,,,11/30/2019,11/30/2019,Family,Family
22416,2/19/2011,4/23/2018,,4/30/2019,2/29/2012,Family,Family
22416,2/19/2011,4/23/2018,1/10/2013,4/30/2019,1/31/2014,Family,Family
22416,2/19/2011,4/23/2018,8/2/2015,4/30/2019,8/31/2016,Family,Family
22416,2/19/2011,4/23/2018,4/23/2018,4/30/2019,4/30/2019,Family,Family
29161,1/12/2017,4/4/2018,,4/30/2019,1/31/2018,Family,Enhanced
29161,1/12/2017,4/4/2018,4/4/2018,4/30/2019,4/30/2019,Family,Family
30935,2/22/2018,3/23/2019,3/23/2019,3/31/2020,3/31/2020,Family,Family
30935,2/22/2018,3/23/2019,,3/31/2020,2/28/2019,Family,Family
22955,7/27/2011,7/18/2018,,8/31/2019,7/31/2012,Elemental,Family
22955,7/27/2011,7/18/2018,7/12/2012,8/31/2019,7/31/2013,Elemental,Family
22955,7/27/2011,7/18/2018,7/5/2013,8/31/2019,7/31/2014,Elemental,Family
22955,7/27/2011,7/18/2018,6/3/2017,8/31/2019,7/31/2018,Elemental,Family
22955,7/27/2011,7/18/2018,7/14/2015,8/31/2019,7/31/2016,Elemental,Family
22955,7/27/2011,7/18/2018,7/18/2018,8/31/2019,8/31/2019,Elemental,Elemental
28938,12/12/2016,12/24/2018,12/24/2018,12/31/2019,12/31/2019,Elemental,Elemental
28938,12/12/2016,12/24/2018,,12/31/2019,12/31/2017,Elemental,SED
28938,12/12/2016,12/24/2018,12/30/2017,12/31/2019,12/31/2018,Elemental,Elemental
24513,2/5/2013,7/17/2019,3/14/2014,7/31/2020,3/31/2015,Elemental,Family
24513,2/5/2013,7/17/2019,,7/31/2020,2/28/2014,Elemental,Family
24513,2/5/2013,7/17/2019,6/1/2017,7/31/2020,6/30/2018,Elemental,Family
24513,2/5/2013,7/17/2019,3/20/2015,7/31/2020,4/30/2016,Elemental,Family
24513,2/5/2013,7/17/2019,5/24/2016,7/31/2020,5/31/2017,Elemental,Enhanced
24513,2/5/2013,7/17/2019,3/31/2018,7/31/2020,6/30/2019,Elemental,Elemental
24513,2/5/2013,7/17/2019,7/17/2019,7/31/2020,7/31/2020,Elemental,Elemental
32097,12/15/2018,,,12/31/2019,12/31/2019,Elemental,Elemental
30577,12/21/2017,,,12/31/2018,12/31/2018,Family,Family
30549,12/16/2017,3/3/2019,,3/31/2020,12/31/2018,Enhanced,Enhanced
30549,12/16/2017,3/3/2019,3/3/2019,3/31/2020,3/31/2020,Enhanced,Enhanced
28468,7/19/2016,3/28/2019,,3/31/2020,7/31/2017,Enhanced,Family
28468,7/19/2016,3/28/2019,3/28/2019,3/31/2020,3/31/2020,Enhanced,Enhanced
28468,7/19/2016,3/28/2019,12/26/2017,3/31/2020,12/31/2018,Enhanced,Family
32884,7/2/2019,,,7/31/2020,7/31/2020,Family,Family
31704,9/10/2018,,,9/30/2019,9/30/2019,Family,Family
28562,8/20/2016,1/6/2018,,1/31/2019,8/31/2017,Family,Family
28562,8/20/2016,1/6/2018,1/6/2018,1/31/2019,1/31/2019,Family,Family
32505,3/18/2019,,,3/31/2020,3/31/2020,Elemental,Elemental
21371,1/2/2010,4/4/2018,,4/30/2019,1/31/2011,Family,Family
21371,1/2/2010,4/4/2018,3/7/2017,4/30/2019,3/31/2018,Family,Family
21371,1/2/2010,4/4/2018,4/4/2018,4/30/2019,4/30/2019,Family,Family
23939,5/8/2012,3/30/2019,,3/31/2020,5/31/2013,Family,Family
23939,5/8/2012,3/30/2019,4/18/2014,3/31/2020,4/30/2015,Family,Family
23939,5/8/2012,3/30/2019,3/30/2019,3/31/2020,3/31/2020,Family,Family
31766,9/29/2018,,,9/30/2019,9/30/2019,Family,Family
29121,1/4/2017,1/10/2018,,1/31/2019,1/31/2018,Family,Family
29121,1/4/2017,1/10/2018,1/10/2018,1/31/2019,1/31/2019,Family,Family
31713,9/13/2018,,,9/30/2019,9/30/2019,Family,Family
31708,9/12/2018,,,9/30/2019,9/30/2019,Family,Family
,3/3/2018,,,3/31/2019,3/31/2019,Family,Family
30777,1/20/2018,,,1/31/2019,1/31/2019,Family,Family
28440,7/10/2016,9/9/2018,,9/30/2019,7/31/2017,Family,Family
28440,7/10/2016,9/9/2018,9/9/2018,9/30/2019,9/30/2019,Family,Family
29601,3/26/2017,1/8/2019,1/8/2019,1/31/2020,1/31/2020,Family,Family
29601,3/26/2017,1/8/2019,,1/31/2020,3/31/2018,Family,Family
30980,3/4/2018,3/30/2019,3/30/2019,3/31/2020,3/31/2020,Family,Family
30980,3/4/2018,3/30/2019,,3/31/2020,3/31/2019,Family,Family
31050,3/10/2018,6/26/2019,,6/30/2020,3/31/2019,Family,Family
31050,3/10/2018,6/26/2019,6/26/2019,6/30/2020,6/30/2020,Family,Family
27206,6/13/2015,2/23/2019,,2/29/2020,6/30/2016,Family,Family
27206,6/13/2015,2/23/2019,9/6/2017,2/29/2020,9/30/2018,Family,Family
27206,6/13/2015,2/23/2019,2/23/2019,2/29/2020,2/29/2020,Family,Family
27206,6/13/2015,2/23/2019,7/27/2016,2/29/2020,7/31/2017,Family,Family
27419,9/12/2015,1/15/2018,,1/31/2019,9/30/2016,Family,Family
27419,9/12/2015,1/15/2018,10/21/2016,1/31/2019,10/31/2017,Family,Family
27419,9/12/2015,1/15/2018,1/15/2018,1/31/2019,1/31/2019,Family,Family
32546,3/13/2019,,,3/31/2020,3/31/2020,Family,Family
25324,11/2/2013,3/25/2018,,3/31/2019,11/30/2014,Family,Family
25324,11/2/2013,3/25/2018,6/27/2015,3/31/2019,7/31/2016,Family,Family
25324,11/2/2013,3/25/2018,3/25/2018,3/31/2019,3/31/2019,Family,Family
25324,11/2/2013,3/25/2018,12/11/2016,3/31/2019,12/31/2017,Family,Family
29166,1/10/2017,4/28/2018,4/28/2018,4/30/2019,4/30/2019,Family,Family
29166,1/10/2017,4/28/2018,,4/30/2019,1/31/2018,Family,Family
29166,1/10/2017,4/28/2018,1/10/2017,4/30/2019,1/31/2018,Family,Family
20082,7/2/2008,3/10/2019,,3/31/2020,7/31/2009,Family,Family
20082,7/2/2008,3/10/2019,6/7/2010,3/31/2020,6/30/2011,Family,Family
20082,7/2/2008,3/10/2019,3/10/2019,3/31/2020,3/31/2020,Family,Family
31442,6/27/2018,,,7/31/2019,7/31/2019,Family,Family
32501,3/5/2019,,,3/31/2020,3/31/2020,Family,Family
30541,12/16/2017,,,12/31/2018,12/31/2018,Elemental,Elemental
20273,9/12/2008,4/6/2018,8/26/2011,4/30/2019,8/31/2012,Family,Family
20273,9/12/2008,4/6/2018,11/13/2013,4/30/2019,11/30/2014,Family,Family
20273,9/12/2008,4/6/2018,,4/30/2019,9/30/2009,Family,Family
20273,9/12/2008,4/6/2018,4/6/2018,4/30/2019,4/30/2019,Family,Family
30569,12/21/2017,,,12/31/2018,12/31/2018,Enhanced,Enhanced
28698,9/30/2016,12/20/2017,,12/31/2018,9/30/2017,Family,Family
28698,9/30/2016,12/20/2017,12/20/2017,12/31/2018,12/31/2018,Family,Family
32332,1/26/2019,,,1/31/2020,1/31/2020,Enhanced,Enhanced
32682,4/8/2019,,,4/30/2020,4/30/2020,Family,Family
32236,1/4/2019,,,1/31/2020,1/31/2020,Family,Family
32932,7/26/2019,,,7/31/2020,7/31/2020,Family,Family
27006,4/7/2015,6/15/2018,,7/31/2019,4/30/2016,Family,Family
27006,4/7/2015,6/15/2018,6/15/2018,7/31/2019,7/31/2019,Family,Family
27006,4/7/2015,6/15/2018,1/21/2017,7/31/2019,1/31/2018,Family,Family
25851,4/1/2014,4/2/2019,,4/30/2020,4/30/2015,Family,Family
