Preferred State,County,scholar,birthday_party,labs,preschool_prog,homeschool_prog,expiration_date,member_category,membership_year,member_threeplus,unknown_renewal_time,known_time_renewed,total_renewed_times,percent_late
Michigan,Ingham,0,0,1,0,0,8/31/2020,Family,5,1,0,4,4,0
Michigan,Ingham,1,0,0,0,0,4/30/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,7/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,9/30/2019,Family,3,1,0,2,2,1
Michigan,Jackson,0,0,0,0,0,12/31/2018,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,4/30/2019,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,3/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,11/30/2019,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,3,1,0,2,2,1
Michigan,Clinton,0,0,0,1,0,11/30/2019,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,1,0,0,10/31/2019,Enhanced,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,1,0,0,0,0,0
Michigan,Eaton,0,0,0,0,0,11/30/2019,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,3/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,1,0,0,0,2/29/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,9/30/2019,Enhanced,1,0,0,0,0,0
Virginia,James City,0,0,0,0,0,10/31/2019,Elemental,4,1,0,3,3,0.666666667
Michigan,Eaton,0,0,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Shiawassee,0,1,0,0,0,1/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,4,1,0,3,3,0
Michigan,Clinton,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,4,1,0,3,3,1
Michigan,Ionia,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,0.5
Michigan,Shiawassee,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0.5
Michigan,Eaton,0,0,0,0,0,2/29/2020,Enhanced,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,5/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,1,0,10/31/2019,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,1,0,9/30/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,1
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,1,0,0,0,12/31/2019,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,4,1,0,3,3,1
Michigan,Ingham,0,0,1,1,0,10/31/2019,Family,4,1,0,3,3,0.333333333
Michigan,Clinton,0,1,1,0,0,2/29/2020,Enhanced,4,1,0,3,3,1
Michigan,Clinton,0,0,0,0,0,9/30/2019,Elemental,1,0,0,0,0,0
Michigan,Oakland,0,0,0,0,0,10/31/2018,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,1,0,0,7/31/2019,Enhanced,3,1,0,2,2,1
Wisconsin,Milwaukee,0,0,0,0,0,3/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,3,1,0,2,2,0.5
Michigan,Kent,0,0,0,0,0,2/29/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,4,1,0,3,3,1
Michigan,Ingham,1,0,0,0,0,4/30/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,1
Michigan,Saginaw,0,1,0,0,0,2/28/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,9/30/2019,Enhanced,3,1,0,2,2,1
Michigan,Ingham,1,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,1
New Jersey,Essex,0,1,1,1,0,9/30/2019,Family,3,1,0,2,2,1
Michigan,Ionia,0,0,0,0,0,10/31/2019,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,4,1,0,3,3,1
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,1,0,0,8/31/2019,Elemental,1,0,0,0,0,0
Michigan,Ingham,0,1,0,1,0,1/31/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,1,0,0,0,0,6/30/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,3,1,0,2,2,1
Michigan,Clinton,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,12/31/2019,Enhanced,4,1,0,3,3,0.666666667
Michigan,Shiawassee,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,2/29/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,1,0,0,0,0,3/31/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,5/31/2020,Family,3,1,0,2,2,1
Michigan,Ingham,1,0,0,0,0,5/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,1,0,0,11/30/2019,Family,4,1,0,3,3,0.333333333
Michigan,Eaton,0,0,0,0,0,5/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,1,1,0,0,9/30/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,1,0,2/29/2020,Family,4,1,0,3,3,1
0,,0,0,0,0,0,2/28/2019,Family,3,1,0,2,2,0.5
Michigan,Eaton,0,0,0,0,0,2/28/2019,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,11/30/2019,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Clinton,0,0,1,0,0,11/30/2018,Family,3,1,0,2,2,0
Michigan,Ingham,1,0,0,0,0,5/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,3,1,0,2,2,1
Michigan,Shiawassee,0,0,0,0,0,2/29/2020,Enhanced,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,12/31/2018,Elemental,3,1,0,2,2,0.5
Michigan,Oakland,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,11/30/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,11/30/2019,Enhanced,4,1,0,3,3,0
0,,1,0,0,0,0,3/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,11/30/2019,Elemental,4,1,0,3,3,0
Michigan,Clinton,0,0,0,0,0,6/30/2020,Family,4,1,0,3,3,1
Michigan,Ingham,0,0,1,0,0,1/31/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,1,0,0,12/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,1,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,1,0,12/31/2019,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0.333333333
Michigan,Eaton,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,4,1,0,3,3,0.333333333
Michigan,Clinton,0,0,0,0,0,12/31/2019,Enhanced,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,3,1,0,2,2,1
Michigan,Clinton,0,0,0,0,0,11/30/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.333333333
Indiana,Hendricks,0,0,0,0,0,4/30/2020,Enhanced,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,12/31/2018,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,12/31/2019,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,11/30/2019,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,1,0,0,3/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Jackson,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,1,0,0,11/30/2019,Enhanced,4,1,0,3,3,0
Michigan,Ingham,0,0,1,0,0,12/31/2018,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,1,1,0,2/29/2020,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,2/29/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,1,0,0,3/31/2020,Elemental,4,1,0,3,3,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,1,0,0,0,6/30/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,3,1,0,2,2,1
Michigan,Clinton,0,0,0,0,0,3/31/2019,Family,1,0,0,0,0,0
Michigan,Ingham,0,0,0,0,0,1/31/2019,Enhanced,3,1,0,2,2,0.5
Michigan,Ingham,0,1,0,0,0,1/31/2020,Enhanced,4,1,0,3,3,0.333333333
0,,0,0,0,0,0,12/31/2018,Enhanced,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Ingham,0,1,0,0,0,12/31/2019,Family,4,1,0,3,3,0
Michigan,Shiawassee,0,0,0,0,0,7/31/2020,Enhanced,3,1,0,2,2,0.5
Michigan,Shiawassee,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,3/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,1,0,7/31/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2018,Enhanced,3,1,0,2,2,0
Michigan,Clinton,0,0,0,0,0,2/28/2019,Family,3,1,0,2,2,1
Michigan,Clinton,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0
0,,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,0.5
Michigan,Livingston,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Clinton,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,3,1,0,2,2,0
Michigan,Eaton,0,0,0,0,0,10/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,4/30/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0
Michigan,Clinton,0,0,0,0,0,8/31/2019,Elemental,3,1,0,2,2,0.5
Michigan,Livingston,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Enhanced,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Clinton,0,0,0,0,0,3/31/2020,Elemental,2,0,0,1,1,1
Michigan,Clinton,0,0,0,0,0,2/28/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0
Michigan,Eaton,0,0,0,0,0,12/31/2019,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,12/31/2019,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,1,0,0,7/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,1,0,12/31/2019,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,1,0,0,2/28/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,1,1,0,2/29/2020,Enhanced,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,1,0,1/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,12/31/2019,Enhanced,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,1
Michigan,Calhoun,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,1,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,7/31/2020,Enhanced,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,1,0,3/31/2020,Family,4,1,0,3,3,1
Michigan,Ionia,0,0,0,0,0,12/31/2018,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Enhanced,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Oakland,0,0,0,0,0,7/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,4,1,0,3,3,0.333333333
Michigan,Shiawassee,0,0,0,0,0,6/30/2020,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,5/31/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Clinton,0,1,0,0,0,1/31/2020,Enhanced,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,1,0,0,3/31/2019,Elemental,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,0,0,12/31/2019,Enhanced,3,1,0,2,2,0.5
Michigan,Ingham,0,1,0,0,0,3/31/2020,Enhanced,3,1,0,2,2,1
Michigan,Clinton,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,2/29/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,7/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,1,0,0,0,10/31/2019,Elemental,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,7/31/2019,Family,3,1,0,2,2,0.5
Michigan,Eaton,0,0,0,0,0,1/31/2020,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,3/31/2020,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,11/30/2019,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,1,0,0,0,6/30/2020,Elemental,4,1,0,3,3,1
Michigan,Ingham,0,0,0,0,0,11/30/2018,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,1/31/2020,Family,3,1,0,2,2,0.5
Michigan,Eaton,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,8/31/2019,Family,1,0,0,0,0,0
Michigan,Ionia,0,0,0,0,0,4/30/2019,Enhanced,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,0,0,3/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,4/30/2020,Elemental,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,7/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Shiawassee,0,0,0,1,0,4/30/2020,Family,4,1,0,3,3,0.666666667
Michigan,Eaton,0,1,0,0,0,7/31/2020,Family,4,1,0,3,3,1
Michigan,Eaton,0,0,0,0,0,3/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,1,0,0,2/29/2020,Family,4,1,0,3,3,0.333333333
Michigan,Clinton,0,0,0,0,0,1/31/2020,Enhanced,4,1,0,3,3,0
Michigan,Jackson,0,0,0,0,0,2/29/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Clinton,0,1,0,0,0,9/30/2019,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,1,0,0,2/29/2020,Family,4,1,0,3,3,0.333333333
Michigan,Jackson,0,0,0,0,0,2/29/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,3,1,0,2,2,1
Michigan,Jackson,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,2/28/2019,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,4/30/2019,Family,3,1,0,2,2,1
Michigan,Shiawassee,0,0,0,1,0,1/31/2019,Elemental,3,1,0,2,2,0
Michigan,Ionia,0,0,0,0,0,8/31/2019,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,12/31/2018,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,10/31/2019,Enhanced,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,11/30/2018,Family,2,0,0,1,1,1
Michigan,Genesee,0,0,0,0,0,12/31/2019,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,0,0,7/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,6/30/2020,Family,4,1,0,3,3,0.666666667
Michigan,Kent,0,0,0,0,0,8/31/2019,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,1,0,0,0,2/29/2020,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,1,0,0,1/31/2019,Enhanced,3,1,0,2,2,0.5
Michigan,Eaton,0,0,0,0,0,2/29/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Enhanced,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Washtenaw,1,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
0,,0,0,0,0,0,1/31/2019,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,2/28/2019,Family,3,1,0,2,2,0.5
Michigan,Clinton,0,0,0,1,0,1/31/2020,Family,4,1,0,3,3,0
Michigan,Montcalm,0,0,0,0,0,5/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,1,0,0,3/31/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,1,0,5/31/2020,Elemental,4,1,0,3,3,0.666666667
Michigan,Ingham,0,1,0,0,0,7/31/2020,Family,4,1,0,3,3,0.666666667
Michigan,Clinton,0,1,0,0,0,8/31/2019,Enhanced,3,1,0,2,2,1
Virginia,Newport News,0,0,0,0,0,9/30/2019,Family,3,1,0,2,2,1
Michigan,Eaton,0,0,0,0,0,5/31/2020,Family,4,1,0,3,3,1
Michigan,Ingham,0,0,1,0,0,2/29/2020,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,1,0,0,8/31/2019,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,4,1,0,3,3,0.666666667
0,,0,1,0,0,0,1/31/2020,Enhanced,3,1,0,2,2,0.5
Michigan,Eaton,0,1,0,0,0,9/30/2019,Elemental,3,1,0,2,2,0.5
Michigan,Eaton,0,1,0,0,0,2/28/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,1,0,0,0,1/31/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,10/31/2018,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,3,1,0,2,2,1
Michigan,Ingham,0,1,0,0,0,3/31/2020,Elemental,3,1,0,2,2,1
Michigan,Ionia,0,0,0,0,0,2/28/2019,Family,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,0,0,7/31/2020,Elemental,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,2/29/2020,Enhanced,3,1,0,2,2,1
Michigan,Ionia,0,0,0,0,0,2/28/2019,Family,3,1,0,2,2,0
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,3,1,0,2,2,0.5
Michigan,Genesee,0,0,0,0,0,12/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Eaton,0,0,0,0,0,2/29/2020,Enhanced,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,2/28/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,4/30/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,0,0,0,2/28/2019,Family,3,1,0,2,2,0
Michigan,Eaton,0,0,0,0,0,4/30/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,1,0,0,3/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,0,1,1,0,0,4/30/2020,Family,4,1,0,3,3,0.666666667
Michigan,Ingham,0,0,1,1,0,3/31/2020,Family,4,1,0,3,3,0.333333333
Michigan,Ingham,1,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,10/31/2018,Elemental,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,3/31/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Jackson,0,0,0,0,0,1/31/2020,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,7/31/2019,Enhanced,3,1,0,2,2,1
Michigan,Ingham,0,0,1,0,0,5/31/2019,Enhanced,2,0,0,1,1,1
Michigan,Ingham,1,1,0,0,0,8/31/2019,Family,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,10/31/2019,Family,3,1,0,2,2,1
Michigan,Kent,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ionia,0,0,0,0,0,3/31/2020,Elemental,3,1,0,2,2,0.5
Michigan,Ingham,0,0,0,0,0,4/30/2019,Family,3,1,0,2,2,0.5
Michigan,Shiawassee,0,1,0,0,0,12/31/2018,Elemental,2,0,0,1,1,1
Michigan,Eaton,0,0,0,0,0,10/31/2018,Family,2,0,0,1,1,1
Michigan,Shiawassee,0,0,0,1,0,3/31/2019,Family,3,1,0,2,2,0
Michigan,Saginaw,0,0,0,0,0,3/31/2020,Elemental,4,1,0,3,3,0
Michigan,Ingham,0,0,0,0,0,11/30/2018,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,8/31/2019,Family,2,0,0,1,1,1
Michigan,Ingham,0,0,0,0,0,4/30/2020,Elemental,4,1,0,3,3,0.333333333
Michigan,Ingham,0,0,0,0,0,9/30/2019,Family,2,0,0,1,1,1
